Baso population #,Metric 1,Metric 2,Metric 3,Metric 4,Metric 5,Metric 6,Metric 7,Metric 8,Metric 9,Metric 10,Metric 11,Metric 12,% of activated basophils
2,0.760173532,0.767400131,0.73676591,0.639595423,0.585346727,0.503915839,-0.02963514,-0.103161885,-0.147926482,-0.14549204,-0.229023153,-0.282779698,0.096
2,0.858673225,0.776752714,0.742285105,0.638441696,0.554924044,0.467592413,-0.077397157,-0.156819367,-0.203814606,-0.198361334,-0.219430788,-0.286431902,0.096
2,0.881291861,0.801465211,0.751619256,0.632022334,0.555263001,0.506632152,-0.033535975,-0.120141144,-0.18404524,-0.20676661,-0.211809128,-0.354982345,0.096
2,0.910482492,0.733210562,0.725862112,0.637558501,0.553698545,0.483048728,0.031543472,-0.151553259,-0.163379675,-0.191750554,-0.290349833,-0.246770041,0.096
2,0.856416977,0.744566524,0.697324425,0.614579975,0.545943543,0.481118341,-0.014444707,-0.114243974,-0.133934266,-0.185374417,-0.258275257,-0.262733047,0.096
2,0.890495673,0.822109757,0.785903689,0.653668859,0.573437003,0.535088288,0.030902338,-0.183198782,-0.174704101,-0.213175864,-0.246407408,-0.26191199,0.096
2,0.77027327,0.756725287,0.719106574,0.648792107,0.570855481,0.510599989,-0.016370555,-0.155613092,-0.198788637,-0.187510982,-0.186538607,-0.26783188,0.096
2,0.880878727,0.754162739,0.720650071,0.649811919,0.588858778,0.527117123,0.032362899,-0.157035066,-0.167200458,-0.129680415,-0.253529085,-0.264708175,0.096
2,0.758128115,0.681268052,0.670958452,0.546146663,0.500457596,0.421433907,0.049979849,-0.131657243,-0.161476261,-0.184405142,-0.214199208,-0.29167044,0.096
2,0.949953001,0.800910455,0.77368998,0.659022126,0.567810635,0.531178542,-0.061371885,-0.135597868,-0.17988125,-0.17706448,-0.209339436,-0.298359967,0.096
2,0.994792517,0.889825238,0.832775329,0.675882909,0.636041221,0.537475931,-0.016467522,-0.177966145,-0.19316603,-0.196500911,-0.213207154,-0.246986418,0.096
2,0.942666314,0.85167295,0.831007623,0.696546444,0.616788587,0.53993934,-0.019878377,-0.146321425,-0.185078358,-0.194418068,-0.240652669,-0.290815914,0.096
2,0.860588171,0.763957349,0.740893761,0.647644127,0.562011553,0.501953577,-0.025220517,-0.140923001,-0.158965473,-0.179242369,-0.248975711,-0.249617094,0.096
2,0.828831401,0.728539878,0.687376324,0.604036528,0.568687254,0.498442779,-0.064081003,-0.132220416,-0.156776844,-0.157523645,-0.189632955,-0.260723083,0.096
2,0.803107404,0.769587362,0.750982564,0.613225309,0.523387919,0.421444956,0.059219032,-0.169801607,-0.220504647,-0.214850121,-0.290021262,-0.343866491,0.096
2,0.93419457,0.785163767,0.744662241,0.622138129,0.554581846,0.497622263,-0.011760524,-0.145282432,-0.203580278,-0.179084039,-0.239366727,-0.280195099,0.096
2,1.07075765,0.926739261,0.866446022,0.728766392,0.630345859,0.606147522,-0.053155504,-0.187067734,-0.187421455,-0.17039684,-0.204940843,-0.292077172,0.096
2,0.852775524,0.771424833,0.707997873,0.618991324,0.573000336,0.476671192,-0.113208159,-0.186833003,-0.179435705,-0.214108582,-0.228438349,-0.237065636,0.096
2,0.790730088,0.736385618,0.712439146,0.613855829,0.551569412,0.491306111,-0.042486868,-0.188683354,-0.193984401,-0.204858368,-0.234134354,-0.276083883,0.096
2,0.994106124,0.847013289,0.811921551,0.704416943,0.63889428,0.600468922,0.008418017,-0.153541618,-0.136819069,-0.174085656,-0.22463356,-0.293229937,0.096
2,0.831678266,0.757415281,0.698703395,0.610213956,0.53699317,0.490562318,-0.079035685,-0.147914207,-0.142025177,-0.172565892,-0.236003902,-0.29495255,0.096
2,1.023915146,0.925577151,0.913541464,0.782335748,0.698463938,0.628661995,-0.079353163,-0.170671942,-0.166608473,-0.168759531,-0.1988572,-0.247985351,0.096
2,1.044489127,0.84444065,0.833548825,0.676061643,0.651266636,0.562446289,-0.059202865,-0.162596383,-0.153210558,-0.168581995,-0.245841313,-0.225256678,0.096
2,0.802640087,0.653675607,0.681510569,0.625345446,0.54137385,0.468901561,0.038567129,-0.110929981,-0.165835157,-0.16879959,-0.208239953,-0.254559554,0.096
2,0.90085786,0.864124651,0.765995988,0.650287837,0.581154955,0.548150703,0.036196261,-0.143686113,-0.198804504,-0.198894534,-0.226411092,-0.24729261,0.096
2,0.912799974,0.834765973,0.766899157,0.67097509,0.581313221,0.509013832,0.022639268,-0.15143271,-0.174108509,-0.16616643,-0.203716242,-0.272778464,0.096
2,0.738743128,0.763978687,0.754575608,0.608626749,0.505682931,0.450238833,-0.049702783,-0.100098213,-0.152242182,-0.255638299,-0.240411325,-0.340124391,0.096
2,0.750644808,0.711914203,0.677619085,0.597192277,0.510502982,0.47627531,0.045821601,-0.147718764,-0.155198082,-0.176485838,-0.241915573,-0.290509085,0.096
2,0.974894207,0.80961536,0.792299479,0.646773389,0.584654845,0.530835012,-0.052543531,-0.124130863,-0.178544274,-0.229000366,-0.24401375,-0.296955381,0.096
2,0.96461874,0.846160052,0.836187667,0.678760894,0.623434421,0.559834198,-0.003173015,-0.190246025,-0.17207795,-0.177721569,-0.261256044,-0.249040475,0.096
2,0.865889107,0.832763861,0.773535079,0.661208096,0.589708279,0.518934075,-0.013653204,-0.168039918,-0.17916329,-0.196484212,-0.23984964,-0.286465204,0.096
2,0.940382719,0.77991093,0.756739727,0.645359611,0.596708224,0.521720746,-0.087138479,-0.166367798,-0.190861824,-0.149452111,-0.212044846,-0.23853283,0.096
2,0.928974244,0.829094644,0.77752584,0.684475534,0.598571316,0.556330937,-0.08970616,-0.128540682,-0.159517283,-0.190265252,-0.206466809,-0.262312118,0.096
2,0.824892927,0.786866282,0.748625141,0.617991725,0.567230495,0.513117059,-0.055155068,-0.167054898,-0.118197603,-0.200222153,-0.252303708,-0.272142419,0.096
2,0.733175325,0.693046744,0.66179648,0.592804542,0.505561605,0.440667604,-0.024313528,-0.138485837,-0.200389566,-0.219479169,-0.202212058,-0.304557934,0.096
2,0.898943698,0.837185545,0.808607083,0.687233302,0.626130538,0.549013085,-0.020946721,-0.168818511,-0.144642538,-0.169047599,-0.229449024,-0.281157824,0.096
2,1.035199542,0.877722904,0.835336606,0.66332843,0.604195336,0.560762377,-0.08148127,-0.153373646,-0.209768566,-0.200629624,-0.247385405,-0.31401263,0.096
2,0.886347036,0.776904133,0.757182995,0.660851702,0.598889424,0.518383914,-0.115013341,-0.182963794,-0.145763061,-0.191489164,-0.252259992,-0.297109511,0.096
2,0.796125762,0.771952522,0.743606837,0.618993706,0.563921752,0.495085814,-0.041577687,-0.167164181,-0.168323933,-0.181986563,-0.19862015,-0.250503662,0.096
2,1.038416604,0.904502238,0.865924572,0.689570499,0.642007649,0.579116309,0.007157859,-0.171355814,-0.183349279,-0.18481492,-0.20709773,-0.295601875,0.096
2,0.899196636,0.813092864,0.792177324,0.640774502,0.554384322,0.483830659,-0.110358341,-0.185825939,-0.213777066,-0.230375115,-0.236410323,-0.28417476,0.096
2,0.777895337,0.80929746,0.774958363,0.662801268,0.588031245,0.537492829,-0.02409376,-0.138750656,-0.153764447,-0.187583501,-0.225376114,-0.283371408,0.096
2,0.97007668,0.870674788,0.809335762,0.703639801,0.62831595,0.580723871,0.074785489,-0.14149382,-0.198061196,-0.189270659,-0.210110378,-0.268754192,0.096
2,0.900956142,0.875079704,0.841528463,0.67743991,0.611853662,0.535509537,0.012113326,-0.143653828,-0.199329374,-0.151639983,-0.270266601,-0.273637003,0.096
2,0.738132494,0.723938582,0.71552282,0.607906122,0.454216507,0.352012787,0.007993872,-0.066467436,-0.139866065,-0.323734207,-0.50477558,-0.657021102,0.096
2,0.930200776,0.832008247,0.757059723,0.683195262,0.579507683,0.563305328,-0.067707551,-0.147024688,-0.170713732,-0.159229758,-0.244788516,-0.266506956,0.096
2,1.010194713,0.878793829,0.886635088,0.719100251,0.622454552,0.539675454,-0.023886913,-0.171776418,-0.198744876,-0.20433888,-0.244564551,-0.262671887,0.096
2,0.787349557,0.744754995,0.701580788,0.628207838,0.558643455,0.519328688,0.070914554,-0.176776231,-0.143415716,-0.164051,-0.225830367,-0.243662047,0.096
2,0.876562088,0.766616435,0.739576336,0.654925022,0.582188276,0.519453052,0.060872036,-0.114356198,-0.158275415,-0.11638289,-0.226998451,-0.351006285,0.096
2,0.982712277,0.889440465,0.805703584,0.699513337,0.610832308,0.55088267,-0.023620484,-0.175227395,-0.190505071,-0.189998117,-0.22755008,-0.243002732,0.096
2,0.856834828,0.883620385,0.8554661,0.857785042,0.771706039,0.586149331,-0.065620016,-0.025591249,-0.034271915,-0.161000334,-0.37601186,-0.590398526,0.096
2,0.979917025,0.826630086,0.809634645,0.690237307,0.617362484,0.566559516,-0.001093859,-0.142126843,-0.164070283,-0.224325271,-0.228706744,-0.26336138,0.096
2,0.828037218,0.729494188,0.701902855,0.59905394,0.574564277,0.52658929,0.023007839,-0.113316351,-0.08961614,-0.118441687,-0.18097282,-0.267073564,0.096
2,0.972655615,0.848854781,0.805026966,0.670353146,0.608683858,0.548024966,0.037924038,-0.180420787,-0.183709864,-0.170282355,-0.258592819,-0.25328311,0.096
2,0.857322787,0.805163706,0.778996074,0.653325644,0.621144096,0.543325807,0.029953871,-0.15042682,-0.177417496,-0.170523586,-0.204873691,-0.283855132,0.096
2,0.912723129,0.792116273,0.767408408,0.62999813,0.553895741,0.494253194,0.008559685,-0.178808722,-0.183845079,-0.223460775,-0.261597048,-0.190690176,0.096
2,0.874303527,0.775347891,0.750106889,0.625128304,0.55283024,0.501499625,-0.076352613,-0.130018808,-0.160691773,-0.202828768,-0.187947671,-0.24831926,0.096
2,0.727037618,0.653634195,0.629590347,0.566064889,0.509907148,0.448536447,-0.036165211,-0.130801839,-0.158997782,-0.140442976,-0.258178151,-0.234710234,0.096
2,0.867108587,0.754254638,0.759448076,0.66550456,0.617758691,0.535308613,-0.059269012,-0.133631005,-0.133017688,-0.123956864,-0.181098337,-0.328109923,0.096
2,0.902471109,0.764805023,0.756504079,0.655267146,0.616126133,0.541341429,-0.071535402,-0.142393713,-0.184314708,-0.149331656,-0.21225799,-0.288106942,0.096
2,0.869941242,0.80071636,0.74853015,0.678760569,0.601415234,0.563601252,-0.036126435,-0.139379714,-0.155855432,-0.127593392,-0.221512611,-0.317692491,0.096
2,0.97513884,0.889684226,0.836627787,0.724001212,0.629982381,0.598134381,0.019265504,-0.141898592,-0.19421814,-0.194013955,-0.236658517,-0.251785524,0.096
2,0.826698209,0.746934845,0.724920321,0.657870426,0.569237377,0.508210703,-0.032350136,-0.129885426,-0.19061023,-0.159278973,-0.199132826,-0.252176425,0.096
2,0.943374592,0.876140863,0.843536835,0.700668099,0.596416743,0.542399052,0.054887041,-0.182253911,-0.181978173,-0.234134949,-0.241398447,-0.264972164,0.096
2,0.886658871,0.744093182,0.727704197,0.617449531,0.541046251,0.49570437,0.015393836,-0.168946373,-0.157351489,-0.197597512,-0.252998696,-0.227866884,0.096
2,0.986379291,0.833727974,0.828029184,0.704867132,0.64120303,0.51583563,-0.005581065,-0.137908608,-0.144405415,-0.238212889,-0.240513822,-0.298914961,0.096
2,0.852178019,0.848448149,0.812296209,0.6925025,0.611223608,0.557991925,-0.02000787,-0.178232489,-0.167181023,-0.158740429,-0.222967047,-0.278511902,0.096
2,0.878802021,0.76547437,0.725818648,0.61774595,0.561263871,0.525754419,-0.007461726,-0.19011172,-0.171471774,-0.176557961,-0.220672754,-0.281654457,0.096
2,0.766916246,0.650741571,0.580060103,0.499869757,0.439095853,0.387856687,-0.023174322,-0.181568458,-0.170613027,-0.266601333,-0.135028205,-0.142989347,0.096
2,1.000784847,0.830123603,0.804645049,0.642804594,0.579302404,0.482467843,-0.056629144,-0.159733618,-0.198869631,-0.214009635,-0.269331155,-0.294416174,0.096
2,0.992519718,0.887217787,0.858712189,0.75114065,0.67490951,0.568871421,-0.086895974,-0.161440182,-0.152152072,-0.166850748,-0.20120666,-0.268422272,0.096
2,0.876098208,0.835972489,0.788280006,0.674412329,0.589176391,0.507466796,-0.015501921,-0.149830038,-0.158028111,-0.190262107,-0.193507975,-0.313861532,0.096
2,1.055741268,0.904923079,0.85391982,0.719809741,0.659571963,0.571309616,-0.063379669,-0.174609172,-0.166930116,-0.179782525,-0.254345702,-0.273403324,0.096
2,0.943522061,0.799313314,0.76249412,0.626191665,0.548344694,0.478666811,-0.106516343,-0.169448372,-0.169028219,-0.231880847,-0.225926271,-0.240670352,0.096
2,0.932484154,0.770428798,0.771903076,0.673150981,0.601973311,0.527503867,-0.085650069,-0.124130921,-0.142294502,-0.16685099,-0.191383479,-0.258698953,0.096
2,0.843789409,0.739874105,0.698481556,0.614772768,0.536661162,0.497909794,-0.088009432,-0.150298744,-0.193077047,-0.160329308,-0.202590822,-0.246576475,0.096
2,0.852702802,0.806812648,0.760406506,0.663826583,0.613616714,0.535104764,-0.065778966,-0.159878679,-0.140384817,-0.158648252,-0.223257356,-0.254515348,0.096
2,0.747590293,0.71085286,0.697330516,0.587529365,0.50595135,0.48189112,-0.082617288,-0.158348044,-0.188303574,-0.134315061,-0.239443468,-0.289082354,0.096
2,0.897116278,0.82327433,0.785967352,0.674774419,0.603063066,0.530416504,0.001435983,-0.141780492,-0.170724295,-0.216485703,-0.184297229,-0.194278188,0.096
2,0.924396282,0.850272264,0.819414731,0.688511825,0.633301251,0.57365505,-0.003574996,-0.137138063,-0.13787175,-0.166543871,-0.226544984,-0.254715465,0.096
2,1.019700795,0.870835906,0.827779696,0.707805001,0.630010912,0.554253418,0.008517572,-0.171134085,-0.207508752,-0.190263774,-0.214683699,-0.247052443,0.096
2,0.993092684,0.906245826,0.862663108,0.742836926,0.648070525,0.599743501,-0.073625088,-0.130014294,-0.176492952,-0.159156066,-0.228641093,-0.276255596,0.096
2,0.740647677,0.708956489,0.662984922,0.574246488,0.518693168,0.466050184,-0.0352006,-0.144190174,-0.191224575,-0.184516922,-0.238031902,-0.278485792,0.096
2,0.786464662,0.758868396,0.73655199,0.629036278,0.577900855,0.51336186,-0.039529654,-0.155270781,-0.173442243,-0.159530251,-0.244951984,-0.22673376,0.096
2,0.828116794,0.713072532,0.680695836,0.591856782,0.523115202,0.480715712,-0.055630642,-0.123120773,-0.203685849,-0.176141637,-0.240307499,-0.291626739,0.096
2,0.868427912,0.787075329,0.735447017,0.643801758,0.574257491,0.513282512,-0.080408651,-0.125113259,-0.173467621,-0.14981369,-0.232893623,-0.311145472,0.096
2,0.821055354,0.748245731,0.700131225,0.63598943,0.566177917,0.500704716,-0.006467971,-0.125517964,-0.16788612,-0.194036599,-0.202081996,-0.306700879,0.096
2,1.005712659,0.854521024,0.810551856,0.676322894,0.616972989,0.509387915,-0.114467202,-0.187476145,-0.19233399,-0.181080775,-0.246922702,-0.318332426,0.096
2,0.947208508,0.793368944,0.765221397,0.648321319,0.564715093,0.486570228,-0.097878335,-0.154676637,-0.182780224,-0.223772664,-0.238393633,-0.30311692,0.096
2,1.02649339,0.87754177,0.857794126,0.731503371,0.661363045,0.609607244,0.002503435,-0.149756602,-0.161236525,-0.177612429,-0.199110913,-0.262012707,0.096
2,0.831952483,0.756512225,0.674768904,0.574693336,0.536744698,0.453506236,-0.019323593,-0.143064943,-0.160954444,-0.191972439,-0.219763095,-0.30220917,0.096
2,0.807670636,0.764597446,0.722225928,0.612981753,0.571633715,0.522301283,-0.039953683,-0.184899257,-0.166513326,-0.148248609,-0.195550796,-0.292631476,0.096
2,0.918135332,0.823141161,0.791748729,0.695398835,0.567547562,0.507539231,0.033526116,-0.134233232,-0.185003946,-0.215498972,-0.1922872,-0.253817683,0.096
2,0.850032238,0.710766244,0.695621129,0.612485295,0.526207241,0.468277631,-0.038989709,-0.155856185,-0.154945293,-0.185784666,-0.226048554,-0.23722678,0.096
2,1.001372514,0.906842296,0.82460392,0.739834929,0.661427183,0.584412707,-0.046076675,-0.178055624,-0.181168252,-0.196868795,-0.219081876,-0.263774282,0.096
2,0.929376711,0.79646287,0.742001631,0.641217638,0.593451239,0.526834454,0.020277749,-0.136826823,-0.156022923,-0.161938749,-0.236321529,-0.240937699,0.096
2,0.814867786,0.791100113,0.760473767,0.659505378,0.548078682,0.498688518,-0.056431506,-0.17514308,-0.16097077,-0.200191446,-0.240055447,-0.293914192,0.096
2,0.902637134,0.81816131,0.78176371,0.644100445,0.60161053,0.579768755,0.047236015,-0.144287024,-0.143265924,-0.222725151,-0.214677474,-0.266973628,0.096
2,0.76105488,0.755600789,0.722998312,0.618438188,0.555642373,0.511222353,0.017009233,-0.118981774,-0.176773042,-0.207155752,-0.197068829,-0.286117171,0.096
2,0.909887768,0.777027351,0.731135224,0.636725154,0.560975813,0.483906962,-0.024722631,-0.190359776,-0.193100547,-0.176134556,-0.252131231,-0.21806501,0.096
2,0.835732148,0.808631989,0.775042917,0.677144296,0.591009304,0.552054565,0.000523862,-0.146734677,-0.182371338,-0.191332542,-0.230623951,-0.274687824,0.096
2,0.939127627,0.809248792,0.810834516,0.668254535,0.601233826,0.529979534,-0.08289878,-0.117973687,-0.155066981,-0.188204135,-0.213421343,-0.294433855,0.096
2,0.763704947,0.718317768,0.700167341,0.564591164,0.511962499,0.442911224,0.029274781,-0.16642478,-0.138182579,-0.180334448,-0.204854137,-0.272167683,0.096
2,0.919592233,0.797063754,0.795039647,0.662536731,0.588769486,0.5277539,-0.094253247,-0.144406966,-0.170180929,-0.172207361,-0.202113239,-0.272648695,0.096
2,0.804165993,0.80572174,0.753967119,0.619919878,0.573936865,0.501130119,-0.08735963,-0.144667022,-0.165989243,-0.184374771,-0.205794181,-0.230311881,0.096
2,0.959488308,0.881125841,0.853990761,0.716883153,0.649889856,0.597464603,-0.01433664,-0.151796119,-0.193057893,-0.152085663,-0.231465745,-0.291611034,0.096
2,0.974912683,0.816857064,0.754999856,0.659731439,0.616575784,0.54862381,-0.104766485,-0.168913779,-0.15521653,-0.159413702,-0.217987502,-0.29139159,0.096
2,0.860413636,0.79976642,0.757582106,0.663105657,0.556006036,0.517278639,0.017809739,-0.152240171,-0.19615489,-0.219183781,-0.201363361,-0.298695177,0.096
2,0.760835762,0.7427922,0.701633292,0.569824913,0.503560959,0.436950234,0.045059827,-0.139824259,-0.180691593,-0.22103179,-0.209042751,-0.253854277,0.096
2,0.84430638,0.74324015,0.734464283,0.644299753,0.584809837,0.539293125,-0.108491767,-0.133173444,-0.11660958,-0.16963178,-0.193082043,-0.296838445,0.096
2,0.841334214,0.764146705,0.734733836,0.629074016,0.572500602,0.482217151,-0.050940312,-0.154687031,-0.177675749,-0.178287717,-0.230711058,-0.333981315,0.096
2,0.725942582,0.727649066,0.706057206,0.60731826,0.559027993,0.481891079,-0.015317895,-0.149005935,-0.159749684,-0.232880123,-0.208861098,-0.286999667,0.096
2,0.902515435,0.808821434,0.811970883,0.684948063,0.626405636,0.584288243,-0.053825628,-0.108221599,-0.163973777,-0.185769674,-0.209026849,-0.229321968,0.096
2,0.787102913,0.744317979,0.696289144,0.614545285,0.573866047,0.474300988,0.004762989,-0.158434528,-0.147117672,-0.15811748,-0.282949847,-0.317540811,0.096
2,0.991287311,0.815304973,0.816272687,0.669611938,0.613646777,0.568402894,-0.004553593,-0.148655638,-0.141128206,-0.171234793,-0.207114867,-0.269419997,0.096
2,0.987132161,0.870634044,0.836312263,0.717965711,0.665200729,0.629191987,-0.050414698,-0.12985927,-0.186716071,-0.146166272,-0.185754768,-0.290599969,0.096
2,0.940735042,0.850499862,0.765054927,0.694378844,0.623961362,0.53687116,-0.111648175,-0.177886389,-0.169804546,-0.151463431,-0.226980849,-0.288296249,0.096
2,0.889177971,0.796314816,0.759666572,0.65706016,0.600307186,0.522303833,-0.091446264,-0.10650101,-0.139114944,-0.176907571,-0.237469638,-0.281688106,0.096
2,0.923036764,0.866496814,0.834546745,0.693959891,0.624735891,0.538674895,-0.037406609,-0.14948477,-0.160337233,-0.233044434,-0.250112779,-0.27304105,0.096
2,1.054482418,0.919633995,0.871051131,0.68570327,0.618321456,0.565525451,-0.066585713,-0.179800896,-0.203655554,-0.215306784,-0.257598029,-0.322412397,0.096
2,0.9846953,0.893834379,0.837083653,0.74694144,0.64230251,0.573594597,-0.05310853,-0.171462359,-0.194755096,-0.190855064,-0.204587966,-0.258064085,0.096
2,0.884447888,0.819608386,0.793257137,0.692081456,0.630672512,0.59281299,0.039753884,-0.168561486,-0.175767453,-0.122200003,-0.192219181,-0.269219325,0.096
2,0.738813889,0.678863943,0.685910039,0.58696718,0.492704452,0.427621308,-0.04242593,-0.124603723,-0.152730799,-0.213809044,-0.233007221,-0.301004979,0.096
2,0.891842363,0.912409906,0.817840561,0.752041868,0.679523732,0.583706372,-0.026537314,-0.130542549,-0.152548025,-0.152670958,-0.212094995,-0.309644117,0.096
2,1.018370935,1.027741283,1.00113671,0.967165244,0.898925715,0.732909664,-0.021943299,-0.031386175,-0.052374465,-0.156531224,-0.367643579,-0.580635107,0.096
2,0.910839447,0.755803582,0.719451037,0.631075918,0.589836684,0.513210855,0.021744351,-0.128933546,-0.1471505,-0.142462799,-0.222481422,-0.321710246,0.096
2,1.008178686,0.828529872,0.812645834,0.686479937,0.606877646,0.559874543,-0.043029665,-0.156191116,-0.166127884,-0.199484211,-0.242838189,-0.243273713,0.096
2,0.839234712,0.764261945,0.712886903,0.591524398,0.530882875,0.486998127,-0.04687942,-0.163607764,-0.198894024,-0.244475327,-0.233240304,-0.319723753,0.096
2,1.038037418,0.90200947,0.851025035,0.726661641,0.673955056,0.58617676,-0.031628733,-0.172299003,-0.177711828,-0.170125299,-0.221104952,-0.282865565,0.096
2,0.897971989,0.808868259,0.784393354,0.713523625,0.659027532,0.580897293,-0.10900703,-0.168805597,-0.131462218,-0.123823372,-0.201707765,-0.243735347,0.096
2,0.881535581,0.792124884,0.774869673,0.645161046,0.605821263,0.534151033,-0.012686058,-0.102680896,-0.172724213,-0.177035821,-0.211340945,-0.26751514,0.096
2,0.873637415,0.750421343,0.737503748,0.628323887,0.585584319,0.506050204,0.065792316,-0.146928697,-0.154484539,-0.144868904,-0.202752068,-0.294360652,0.096
2,0.878064373,0.853745805,0.803924538,0.663975136,0.601606348,0.557581773,-0.048959641,-0.20008629,-0.229206634,-0.196399634,-0.225856608,-0.253383836,0.096
2,0.905183958,0.836965509,0.788910865,0.66631529,0.58305964,0.568032719,0.001944976,-0.17441233,-0.145444084,-0.178341229,-0.233913819,-0.26237823,0.096
2,1.013894434,0.844301061,0.826919195,0.702618264,0.593255829,0.56820792,-0.035567205,-0.187402237,-0.174008177,-0.215995173,-0.216381702,-0.265650232,0.096
2,1.005590821,0.871722882,0.845944747,0.727319523,0.624592508,0.556404033,-0.051908692,-0.156233104,-0.156372122,-0.184889441,-0.245756868,-0.279672836,0.096
2,0.994210335,0.882270057,0.845415369,0.726520096,0.669608177,0.591372813,0.047689546,-0.135273024,-0.149949357,-0.156681215,-0.219677542,-0.230964176,0.096
2,0.783654365,0.691852853,0.642037729,0.539402073,0.491234757,0.442616705,-0.075759603,-0.138265601,-0.162744103,-0.23266979,-0.206662513,-0.257682609,0.096
2,0.860343875,0.810986417,0.783278835,0.668085311,0.600842422,0.50390526,0.028484104,-0.1488437,-0.189166171,-0.168743897,-0.223773806,-0.311579932,0.096
2,0.922305245,0.778320516,0.779803879,0.662381794,0.590908878,0.524941392,0.044082045,-0.125617821,-0.117022161,-0.198191627,-0.218437553,-0.230645831,0.096
2,0.823577707,0.710128608,0.653221559,0.598533974,0.529409069,0.478591994,-0.115507224,-0.149082886,-0.168484591,-0.16168175,-0.204760077,-0.249949414,0.096
2,1.093578317,0.950282357,0.893720079,0.732485598,0.631882067,0.559111956,-0.03110075,-0.174955134,-0.191381259,-0.240991296,-0.257940131,-0.228074092,0.096
2,0.906185929,0.796236878,0.791613861,0.658887158,0.56511875,0.517064726,0.013478382,-0.151109012,-0.158755398,-0.20066335,-0.193724097,-0.213439215,0.096
2,1.00456774,0.866905008,0.821053106,0.681300954,0.619678635,0.543710258,0.015109287,-0.156797321,-0.165517455,-0.19960564,-0.198952247,-0.280822961,0.096
2,1.059703227,0.942782788,0.922130718,0.753470621,0.66757524,0.606525872,-0.069779697,-0.170121829,-0.22637428,-0.190042898,-0.237602892,-0.290075865,0.096
2,0.914149754,0.845088917,0.833245738,0.727475294,0.63331503,0.575879633,0.029427892,-0.142705342,-0.161583063,-0.173521585,-0.238722253,-0.224896045,0.096
2,0.98067729,0.839213176,0.806212255,0.674358925,0.594496198,0.550872758,-0.070232633,-0.174765092,-0.168580256,-0.177412864,-0.202433695,-0.240569678,0.096
2,0.940563422,0.828308058,0.826773291,0.678309862,0.604320641,0.561654584,0.002148044,-0.153111199,-0.187333795,-0.190303021,-0.226070155,-0.235227145,0.096
2,0.989588919,0.89060734,0.867158615,0.785899125,0.668398572,0.588289935,-0.013560813,-0.144712402,-0.142268292,-0.182401927,-0.226655819,-0.259512131,0.096
2,0.755219272,0.74452797,0.678649538,0.585340997,0.523549154,0.469262354,0.050642631,-0.128735186,-0.192088978,-0.156769894,-0.208118017,-0.268480079,0.096
2,0.835911565,0.752565044,0.693745866,0.622929496,0.589319521,0.528405633,-0.007106167,-0.095538285,-0.190328889,-0.172767994,-0.218644833,-0.335282068,0.096
2,0.914732381,0.881254672,0.808911405,0.674093286,0.607918498,0.531927949,0.018962483,-0.165496051,-0.176113705,-0.170157721,-0.235122501,-0.267957619,0.096
2,0.834014479,0.785023788,0.72677756,0.607755737,0.532443426,0.500753567,-0.073483951,-0.171741989,-0.133130489,-0.171497164,-0.298819285,-0.284730002,0.096
2,0.933147749,0.831955316,0.807614876,0.694756123,0.605688089,0.560269578,-0.085805065,-0.155916658,-0.196554609,-0.157755555,-0.205938584,-0.248608457,0.096
2,0.990470893,0.886523446,0.862578475,0.735642368,0.674731226,0.58648005,-0.037947539,-0.177198574,-0.172465413,-0.158618029,-0.209558066,-0.231136475,0.096
2,0.802440941,0.815718741,0.780713456,0.647909765,0.576630041,0.508271228,-0.090191181,-0.152362873,-0.137091101,-0.181901299,-0.238674616,-0.264621952,0.096
2,1.024702877,0.872167106,0.847537669,0.700945804,0.607207882,0.501433753,0.016601248,-0.177734928,-0.190101963,-0.22218926,-0.195702108,-0.266069523,0.096
2,0.908930184,0.81843739,0.776214649,0.647199676,0.587011535,0.537876669,-0.033965352,-0.176603267,-0.142840323,-0.197775317,-0.174094365,-0.230439931,0.096
2,0.861046458,0.778514591,0.779442144,0.669552926,0.577042561,0.5164411,-0.075468341,-0.13721877,-0.157863577,-0.203476059,-0.235345269,-0.281896832,0.096
2,1.027827834,0.818587774,0.8277603,0.697656729,0.672419817,0.557382573,-0.090923102,-0.139824033,-0.169669706,-0.166547699,-0.228157985,-0.266747124,0.096
2,1.019577328,0.881118564,0.873246852,0.705274663,0.660449152,0.598753894,-0.065573058,-0.170328029,-0.185182134,-0.204889148,-0.199152037,-0.293777623,0.096
2,0.79679705,0.694126677,0.657135363,0.543951569,0.472693297,0.433164288,0.011217577,-0.197527336,-0.165337877,-0.180274694,-0.211977954,-0.218057647,0.096
2,0.845042919,0.747124348,0.72548713,0.635331203,0.571210783,0.513911837,-0.013331919,-0.11803613,-0.153666199,-0.18881916,-0.192580327,-0.268852859,0.096
2,0.987792592,0.921329647,0.849985354,0.744564732,0.656247972,0.598531644,0.000185543,-0.146544849,-0.184928888,-0.210407095,-0.236855005,-0.243748888,0.096
2,0.886364598,0.769883672,0.739485353,0.636089333,0.569594217,0.493512957,0.013153479,-0.162339935,-0.170525501,-0.173546699,-0.211337469,-0.297419135,0.096
2,0.770368661,0.72461563,0.689047162,0.598042255,0.501439346,0.477591637,-0.083435843,-0.170149528,-0.179557687,-0.171449958,-0.20245998,-0.239851335,0.096
